,Name,Address,Lattitude,Longitude,Faculty,Type,city,district,,,Ariyalur
1614,T.S.M. Jain College of Technology,"Melur, Kallakurichi, Villupuram(Dt.),Pin606201",11.6661748,78.9429666,Engineering,Self Finance,,Kallakurichi,,,
1615,V.R.S. College of Engineering and Technology,"Arasur, Ulundurpet(Tk.), Villupuram(Dt.),Pin607107",11.8207217,79.4197948,Engineering,Self Finance,,Viluppuram,,,
1616,Vedhantha Institute of Technology,"Vedhantha Nagar, Trichy-Chennai  NH 45, Padur(PO), Ulundurpet, Villupuram(Dt.),Pin606115",11.6771701,79.2904168,Engineering,Self Finance,,Kallakurichi,,,
1617,Adithya Institute of Technology,"Sathy Main Road (NH 209), Coimbatore(Dt.),Pin641107",11.113445,77.0363977,Engineering,Self Finance,,Coimbatore,,,
1618,Akshaya College of Engineering & Technology,"Kinathukadavu, Coimbatore(Dt.),Pin 642109",10.8095572,77.0112117,Engineering,Self Finance,,Coimbatore,,,
1619,Arjun College of Technology,"Chettiyakkapalayam,Thamaraikulam-Negamam Road, Coimbatore(Dt.),Pin 642120",10.778284,77.0513785,Engineering,Self Finance,,Coimbatore,,,
1620,Asian College of Engineering and Technology,"Asian College Road, Kondayampalayam, Near NH 209 Saravanampatti., Coimbatore(Dt.),Pin641110",11.1371734,77.0169839,Engineering,Self Finance,,Coimbatore,,,
1621,C M S College of Engineering and Technology,"Appachigoundenpathy, Kumittipathi, Coimbatore(Dt.),Pin 641032",10.8241013,76.8930499,Engineering,Self Finance,,Coimbatore,,,
1622,Capital College of Architecture,"Chettipalayam Pirivu, Madukkarai, Coimbatore(Dt.),Pin 641105",10.8871632,76.8979759,Engineering,Self Finance,,Coimbatore,,,
1623,Christ The King Engineering College,"Cecilia Gardens, Chikkarampalayam Village, Karamadai (po), Coimbatore(Dt.),Pin 641104",11.2263978,76.9809799,Engineering,Self Finance,,Coimbatore,,,
1624,Coimbatore Institute of Engineering and Technology (Autonomous),"Vellimalaipattinam, Thondamuthur Via, Narasipuram post, Coimbatore(Dt.),Pin 641109",10.9957756,76.7715507,Engineering,Self Finance,,Coimbatore,,,
1625,Coimbatore Institute of Technology (Autonomous),"Civil Aerodrome Post, Coimbatore(Dt.),Pin641014",11.0283259,77.0272806,Engineering,Aided,Coimbatore,Coimbatore,,,
1626,Dhanalakshmi Srinivasan College of Engineering ,"NH-47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore(Dt.),Pin641105",10.8557977,76.8668252,Engineering,Self Finance,,Coimbatore,,,
1627,Dhaanish Ahmmed Institute of Technology,"Veerappanur, K.G. Chavadi, Coimbatore(Dt.),Pin-  641105",10.848438,76.878398,Engineering,Self Finance,,Coimbatore,,,
1628,Dr. Mahalingam College of Engineering & Technology (Autonomous),"Udumalai Road, Pollachi, Coimbatore(Dt.),Pin642003",10.6558507,77.0363443,Engineering,Self Finance,,Coimbatore,,,
1629,Dr. N G P Institute of Technology,"Dr.N G P Nagar, Kalappatti Road, Coimbatore(Dt.),Pin 641048",11.062474,77.034716,Engineering,Self Finance,Coimbatore,Coimbatore,,,
1630,Easa College of Engineering and Technology,"NH-47,Palakkad Main Road, Navakkarai, Coimbatore(Dt.),Pin 641105",10.863015,76.8812922,Engineering,Self Finance,,Coimbatore,,,
1631,"Government College of Technology, Coimbatore (Autonomous)","Thadagam Road, G.C.T Post, Coimbatore(Dt.),Pin -  641013",11.0182452,76.9360116,Engineering,Government,,Coimbatore,,,
1632,Hindusthan College of Engineering and Technology (Autonomous) ,"Coimbatore to Pollachi Main Road, Coimbatore(Dt.),Pin 641032",10.8915566,76.9908125,Engineering,Self Finance,,Coimbatore,,,
1633,Hindusthan Institute of Technology,"Pollachi Main Road, Coimbatore(Dt.),Pin641032",10.8945458,76.9970671,Engineering,Self Finance,,Coimbatore,,,
1634,Hindusthan School of Architecture ,"Coimbatore to Pollachi Main Road, Coimbatore(Dt.),Pin 641032",10.8915566,76.9908125,Engineering,Self Finance,,Coimbatore,,,
1635,INFO Institute of Engineering,"N.H.209, Sathy Road, Coimbatore(Dt.),Pin641107",11.1280524,77.0389967,Engineering,Self Finance,,Coimbatore,,,
1636,J C T College of Engineering and Technology,"Pichanur, Coimbatore(Dt.),Pin 641105",10.8364199,76.8789764,Engineering,Self Finance,,Coimbatore,,,
1637,Jansons Institute of Technology,"SF No.443/1,443/2,442/1A,442/1B, Coimbatore(Dt.),Pin 641659",11.1152089,77.1880571,Engineering,Self Finance,,Coimbatore,,,
1638,K P R Institute of Engineering and Technology,"Arasur, Coimbatore(Dt.),Pin 641407",11.0766657,77.1419439,Engineering,Self Finance,,Coimbatore,,,
1639,KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous),"Kannampalayam (Po.), Sulur(Tk.), Coimbatore(Dt.),Pin 641402",10.9999733,77.0848661,Engineering,Self Finance,,Coimbatore,,,
1640,Karpagam College of Engineering (Autonomous),"SF No.758, 759 and 760, Othakkal Mandapam, Coimbatore(Dt.),Pin641032",37.7749295,-122.4194155,Engineering,Self Finance,San Francisco,Kanchipuram,,,
1641,Karpagam Institute of Technology,"L&T Bypass road,Bodipalayam (PO), Coimbatore(Dt.),Pin 641105",10.9082929,76.9780469,Engineering,Self Finance,,Coimbatore,,,
1642,Kathir College of Engineering,"Wisdom Tree,  Avinashi Road, Neelambur, Coimbatore(Dt.),Pin 641062",11.067908,77.0832185,Engineering,Self Finance,,Coimbatore,,,
1643,KGISL Institute of Technology,"365, Thudiyalur Road, KGISL Campus, Saravanampatti, Coimbatore, Coimbatore(Dt.),Pin 641035",11.0847815,76.9980229,Engineering,Self Finance,Coimbatore,Coimbatore,,,
1644,Kumaraguru College of Technology (Autonomous),"Post Box No. 2034, Coimbatore(Dt.),Pin641049",11.0777621,76.9896672,Engineering,Self Finance,Coimbatore,Coimbatore,,,
1645,N.R. School of Architecture,"Kondampatty, Kinathukadavu, Coimbatore(Dt.),Pin 641202",10.826909,77.03846,Engineering,Self Finance,,Coimbatore,,,
1646,Nehru Institute of Engineering and Technology,"Nehru Gardens, Thirumalayampalayam, Coimbatore(Dt.),Pin 641105",10.870188,76.926288,Engineering,Self Finance,,Coimbatore,,,
1647,Nehru Institute of Technology,"Jawahar Gardens, Thirumalayampalayam, Coimbatore(Dt.),Pin 641105",10.868822,76.915888,Engineering,Self Finance,,Coimbatore,,,
1648,Nehru School of Architecture ,"451-D, Palakkad Main Road, Kuniamuthur, Coimbatore(Dt.),Pin 641008",10.9551651,76.9548428,Engineering,Self Finance,,Coimbatore,,,
1649,P A College of Engineering and Technology (Autonomous),"Palladam Road, Pollachi, Coimbatore(Dt.),Pin642002",10.6752882,77.0258981,Engineering,Self Finance,,Coimbatore,,,
1650,P.S.G. College of Technology (Autonomous),"Avinashi Road, Peelamedu, Coimbatore(Dt.),Pin641004",11.0246887,77.0021273,Engineering,Aided,,Coimbatore,,,
1651,PSG Institute of Technology and Applied Research,"NH 544, Avinashi Road, Coimbatore(Dt.),Pin641062",11.0653909,77.0927793,Engineering,Self Finance,,Coimbatore,,,
1652,Park College of Engineering and Technology,"Avinashi Road (NH-47), Kaniyur, Coimbatore(Dt.),Pin 641659",11.0921383,77.1633161,Engineering,Self Finance,,Coimbatore,,,
1653,Park College of Technology,"Prema Ravi Nagar, Karumathampatti, Coimbatore(Dt.),Pin 641659",11.129818,77.2104798,Engineering,Self Finance,,Coimbatore,,,
1654,PPG Institute of Technology,"NH-209, Sathy Road,Saravanampatti, Coimbatore(Dt.),Pin 641035",11.0900655,77.0184356,Engineering,Self Finance,Coimbatore,Coimbatore,,,
1655,Park Institute of Architecture,"Avinashi Road, NH-47, Kaniyur, Coimbatore(Dt.),Pin 641659",11.0918438,77.1602576,Engineering,Self Finance,,Coimbatore,,,
1656,Pollachi Institute of Engineering and Technology,"107/1B, Main Road, PIE Tech Campus,Pollachi, Coimbatore(Dt.),Pin 642205",10.6765743,77.1174893,Engineering,Self Finance,,Coimbatore,,,
1657,R V S College of Engineering and Technology,"Kumaran Kottam Campus, Coimbatore(Dt.),Pin641402",11.0155376,77.1035052,Engineering,Self Finance,,Coimbatore,,,
1658,R.V.S Technical Campus Coimbatore,"Kumaran Kottam Campus, Kannampalayam, Coimbatore(Dt.),Pin 641402",11.0155376,77.1035052,Engineering,Self Finance,,Coimbatore,,,
1659,R.V.S. School of Architecture,"Kumaran Kottam Campus, Kannampalayam, Coimbatore(Dt.),Pin 641402",10.419504,78.0065798,Engineering,Self Finance,,Dindgul,,,
1660,Ranganathan Architecture College,"REC Kalvi Nagar, Thondamuthur (Via), Viraliyur Post, Coimbatore(Dt.),Pin 641109",10.993532,76.7848749,Engineering,Self Finance,,Coimbatore,,,
1661,Rathinam Technical Campus ,"Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore(Dt.),Pin 641021",10.934336,76.979817,Engineering,Self Finance,,Coimbatore,,,
1662,Rathinam School of Architecture ,"Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore(Dt.),Pin 641021",10.934336,76.979817,Engineering,Self Finance,,Coimbatore,,,
1663,Sasi Creative School of Architecture,"293/2B, Roja Raja Gardens, Pollachi Main Road, Myleripalayam., Coimbatore(Dt.),Pin 641032",10.861671,77.011995,Engineering,Self Finance,,Coimbatore,,,
1664,School of Architecture Coimbatore Institute of Engineering and Technology,"Vellimalai Pattinam, Narasipuram Post, Thondamuture Via, Coimbatore(Dt.),Pin 641109",10.9957756,76.7715507,Engineering,Aided,,Coimbatore,,,
1665,Suguna College of Engineering ,"Nehru Nagar, Civil Aerodrome Post, Coimbatore(Dt.),Pin 641014",11.0502056,77.0324359,Engineering,Self Finance,,Coimbatore,,,
1666,SNS College of Engineering,"SNS Kalvi Nagar, Sathy Main Road, Coimbatore(Dt.),Pin 641107",11.103809,77.027402,Engineering,Self Finance,,Coimbatore,,,
1667,S V S College of Engineering,"JP Nagar, Arasampalayam, Coimbatore(Dt.),Pin642109",10.8537577,77.0343612,Engineering,Self Finance,,Coimbatore,,,
1668,S V S School of Architecture,"JP Nagar, Arasampalayam, Coimbatore(Dt.),Pin642109",10.8525883,77.034884,Engineering,Self Finance,,Coimbatore,,,
1669,San Academy of Architecture ,"Navakkarai Post,  Walayar, Coimbatore(Dt.),Pin641105",10.8588294,76.8496791,Engineering,Self Finance,,Coimbatore,,,
1670,Sasurie Academy of Engineering,"NH-209, Sathy Main Road, Kariyampalayam, Coimbatore(Dt.),Pin 641653",11.1942525,77.073893,Engineering,Self Finance,,Coimbatore,,,
1671,SNS College of Technology(Autonomous),"SNS Kalvi Nagar,NH 209. Sathy Main  Road, Coimbatore(Dt.),Pin641035",11.1000102,77.0265623,Engineering,Self Finance,,Coimbatore,,,
1672,Sree Sakthi Engineering College,"Karamadai, Coimbatore(Dt.),Pin 641104",11.2209608,76.9466393,Engineering,Self Finance,,Coimbatore,,,
1673,Sri Eshwar College of Engineering (Autonomous),"Kondampatti Post, Vadasithur (Via),, Coimbatore(Dt.),Pin 641202",10.8279863,77.060715,Engineering,Self Finance,,Coimbatore,,,
1674,Sri Krishna College of Engineering & Technology (Autonomous),"Kuniamuthur, Coimbatore(Dt.),Pin 641008",10.9365094,76.9562405,Engineering,Self Finance,,Coimbatore,,,
1675,Sri Krishna College of Technology (Autonomous),"Kovaipudur, Coimbatore(Dt.),Pin 641042",10.9276904,76.9256644,Engineering,Self Finance,,Coimbatore,,,
1676,Sri Ramakrishna Engineering College (Autonomous),"Vattamalaipalayam, Coimbatore(Dt.),Pin641022",11.1022205,76.9656908,Engineering,Self Finance,Coimbatore,Coimbatore,,,
1677,Sri Ramakrishna Institute of Technology (Autonomous),"Pachapalayam, Perur Chettipalayam, Coimbatore(Dt.),Pin641010",10.959079,76.8987574,Engineering,Self Finance,,Coimbatore,,,
1678,Sri Ranganathar Institute of Engineering and Technology,"1/162,Athipalayam,Thudiyalur to Kovilpalayam Rd, Coimbatore(Dt.),Pin 641110",11.1290104,76.9861767,Engineering,Self Finance,,Coimbatore,,,
1679,Sri Sai Ranganathan Engineering College,"REC Kalvi nagar, Viraliyur (Post), Thondamuthur (via), Coimbatore(Dt.),Pin 641109",10.9934784,76.7853656,Engineering,Self Finance,,Coimbatore,,,
1680,Sri Shakthi Institute of Engineering and Technology (Autonomous),"Sri Shakthi Nagar, L&T Bypass, Coimbatore(Dt.),Pin641062",11.0401798,77.0744076,Engineering,Self Finance,,Coimbatore,,,
1681,Sriguru Institute of Technology,"Varathaiyangarpalayam, Near Saravanampatti, Coimbatore(Dt.),Pin 641110",11.1175632,77.0158938,Engineering,Self Finance,,Coimbatore,,,
1682,Tamilnadu College of Engineering,"Palanisame Ravi Nagar, Karumathampatti, Coimbatore(Dt.),Pin 641659",11.1270735,77.199861,Engineering,Self Finance,,Coimbatore,,,
1683,Tamilnadu School of Architecture,"TCE Campus, Karumathampatti, Coimbatore(Dt.),Pin 641659",11.128912,77.205523,Engineering,Self Finance,,Coimbatore,,,
1684,United Institute of Technology,"G.Koundampalayam, Periyanaickenpalayam, Coimbatore(Dt.),Pin 641020",11.1702703,76.9221957,Engineering,Self Finance,,Coimbatore,,,
1685,V.S.B. College of Engineering Technical Campus,"NH-209,Coimbatore-Pollachi main road, Coimbatore(Dt.),Pin 642109",10.8434968,77.0178664,Engineering,Self Finance,,Coimbatore,,,
1686,Vishnu Lakshmi College of Engineering and Technology,"10/1, Kambar Street, Vellalore, Coimbatore(Dt.),Pin 641111",10.9648267,77.0182525,Engineering,Self Finance,,Coimbatore,,,
1687,Government College of Engineering – Dharmapuri,"Government College of Engineering, Chettikarai, Dharmapuri(Dt.),Pin 636704",12.1313815,78.1975662,Engineering,Government,,Dharmapuri,,,
1688,Jayalakshmi Institute of Technology,"Thoppur, Dharmapuri(Dt.),Pin 636352",11.9468896,78.0494564,Engineering,Self Finance,,Dharmapuri,,,
1689,Jayam College of Engineering and Technology,"Hogenakkal Main Road, Konangihalli, Nallanur, Dharmapuri(Dt.),Pin 636813",12.1365455,78.0083131,Engineering,Self Finance,,Dharmapuri,,,
1690,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2461962,78.1934149,Engineering,Self Finance,,Dharmapuri,,,
1691,Shreenivasa Engineering College,"B.Pallipatti(P.O), Bommidi (Via), Dharmapuri(Dt.),Pin 635301",11.956625,78.275785,Engineering,Self Finance,,Dharmapuri,,,
1692,Varuvan Vadivelan Institute of Technology,"NH-7/44, Krishnagiri Main Road, Gundalapatty, Dharmapuri(Dt.),Pin 636703",12.1789142,78.1712283,Engineering,Self Finance,,Dharmapuri,,,
1693,Aishwarya College of Engineering and Technology,"Errattaikaradu, Paruvachi(P.O), Bhavani(T.K), Erode(Dt.),Pin 638312",11.5162128,77.6427289,Engineering,Self Finance,,Erode,,,
1694,Al-Ameen Engineering College,"Karundevanpalayam, Nanjai Uthukkuli, Erode(Dt.),Pin 638104",11.269,77.7645,Engineering,Self Finance,,Erode,,,
1695,Bannari Amman Institute of Technology (Autonomous),"Sathy-Bhavani (State Highway),  Alathukombai, Sathyamangalam, Erode(Dt.),Pin638401",11.496197,77.27676,Engineering,Self Finance,,Erode,,,
1696,Erode Sengunthar Engineering College (Autonomous),"Perundurai, Erode(Dt.),Pin 638057",11.3141026,77.5513903,Engineering,Self Finance,,Erode,,,
1697,Institute of Road and Transport Technology,"Sri Vasavi College (Po.), Suriyam Palayam, Erode(Dt.),Pin 638316",11.4169372,77.6650384,Engineering,Government,,Erode,,,
1698,J K K Munirajah College of Technology,"Thookkanaickenpalayam, Gobichettipalayam(TK), Erode(Dt.),Pin 638506",11.519507,77.395884,Engineering,Self Finance,,Erode,,,
1699,JKK Munirajah School of Architecture,"Thookkanaikenpalayam, Erode(Dt.),Pin 638506",11.519507,77.395884,Engineering,Self Finance,,Erode,,,
1700,Kongu Engineering College (Autonomous),"Perundurai Railway Station Road, Thoppupalayam, Perundurai, Erode(Dt.),Pin638060",11.2741632,77.6070273,Engineering,Self Finance,,Erode,,,
1701,Kongu School of Architecture ,"Kongu Engg College Campus, Thoppupalayam, Perundurai Railway Stat, Erode(Dt.),Pin 638060",11.2741632,77.6070273,Engineering,Self Finance,,Erode,,,
1702,M.P. Nachimuthu M. Jaganathan Engineering College,"Sudhanandhen Kalvi Nagar, Chennimalai, Erode(Dt.),Pin 638112",11.1846833,77.6235413,Engineering,Self Finance,,Erode,,,
1703,Nandha College of Technology,"Erode - Perundurai Road, Vaikkalmedu, Erode(Dt.),Pin 638052",11.2857762,77.6213037,Engineering,Self Finance,,Erode,,,
1704,Nandha Engineering College (Autonomous) ,"Erode - Perundurai Road, Vaikkalmedu, Erode(Dt.),Pin 638052",11.2857762,77.6213037,Engineering,Self Finance,,Erode,,,
1705,Shree Venkateshwara Hi-tech Engineering College,"Othakuthirai, K.Mettupalayam(PO), Gobichettipalayam, Erode(Dt.),Pin 638455",11.4404861,77.5048108,Engineering,Self Finance,,Erode,,,
1706,Surya Engineering College,"Perundurai Road,Mettukadai, Erode(Dt.),Pin638107",11.3121575,77.642263,Engineering,Self Finance,,Erode,,,
1707,Velalar College of Engineering and Technology(Autonomous),"Perundurai Road, Thindal, Erode(Dt.),Pin638012",11.3223006,77.6744814,Engineering,Self Finance,Erode,Erode,,,
1708,Arulmurugan College of Engineering ,"Thennilai, Karur(Dt.),Pin 639206",10.9545484,77.8258824,Engineering,Self Finance,,Karur,,,
1709,Cheran College of Engineering,"Cheran Nagar, NH-67, Coimbatore Main Road,K.Paramathi, Karur(Dt.),Pin 639111",10.9614474,77.8967027,Engineering,Self Finance,,Karur,,,
1710,Chettinad College of Engineering and Technology,"NH-67 Karur - Trichy Highways, Puliyur, Karur(Dt.),Pin 639114",10.9392292,78.1358734,Engineering,Self Finance,,Karur,,,
1711,Karur College of Engineering,"Karur-Erode Main Road, Sanjay Nagar, Karur(Dt.),Pin 639008",10.9788636,78.0384368,Engineering,Self Finance,Karur,Karur,,,
1712,M. Kumarasamy College of Engineering (Autonomous),"Thalavapalayam, Punjai Thottakkurichi, Karur(Dt.),Pin639113",11.054935,78.048076,Engineering,Self Finance,,Karur,,,
1713,N.S.N College of Engineering and Technology,"N.S.N. Kalvi Nagar,  NH-7, Karur(Dt.),Pin639003",10.8916274,78.0274035,Engineering,Self Finance,,Karur,,,
1714,V.S.B. Engineering College,"N.H.67, Karur - Coimbatore Main Road, Karur(Dt.),Pin 639111",10.9543378,77.954371,Engineering,Self Finance,,Karur,,,
1715,Adhiyamaan College of Engineering (Autonomous),"Dr. MGR Nagar, Hosur, Krishnagiri(Dt.),Pin635109",12.7179114,77.8700691,Engineering,Self Finance,Hosur,Krishnagiri,,,
1716,ER. Perumal Manimekalai College of Engineering,"Nallaganakothapalli, Near Koneripalli, Hosur(Tk.), Krishnagiri(Dt.),Pin 635117",12.6731919,77.9660171,Engineering,Self Finance,,Krishnagiri,,,
1717,Government College of Engineering – Bargur,"Madepalli, Bargur, Krishnagiri(Dt.),Pin 635104",12.547139,78.342182,Engineering,Government,,Krishnagiri,,,
1718,P.S.V. College of Engineering and Technology,"Balinayanapalli, Mittapalli,Chennai - Bangalore Highway (NH-46), Krishnagiri(Dt.),Pin 635108",12.534479,78.3029554,Engineering,Self Finance,,Krishnagiri,,,
1719,Annai Mathammal Sheela Engineering College,"Annai Mathammal Sheela Engineering College, Namakkal(Dt.),Pin 637013",11.1564542,78.307068,Engineering,Self Finance,,Namakkal,,,
1720,CMS College of Engineering,"C M S Nagar, Eranapuram, Namakkal(Dt.),Pin637003",11.2194391,78.1677236,Engineering,Self Finance,,Namakkal,,,
1721,Dr. Nagarathinam’s College of Engineering,"Anandhagoundampalayam, Minnakkal Post,Mallur Via ,Rasipuram T.K., Namakkal(Dt.),Pin 637505",11.5239886,78.1102539,Engineering,Self Finance,Salem,Namakkal,,,
1722,Excel College of Architecture and Planning,"NH 47 Salem Main Road, Pallakapalayam, Sankari West, Namakkal(Dt.),Pin 637303",11.4476688,77.7688653,Engineering,Self Finance,,Namakkal,,,
1723,Excel College of Engineering and Technology,"NH 47 Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 637303",11.4462389,77.7691352,Engineering,Self Finance,,Namakkal,,,
1724,Excel Engineering College,"NH 47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 637303",11.4462389,77.7691352,Engineering,Self Finance,,Namakkal,,,
1725,Gnanamani College of Engineering ,"NH-7,  A. K. Samuthiram, Pachal Post, Namakkal(Dt.),Pin 637018",11.4202817,78.1576711,Engineering,Self Finance,,Namakkal,,,
1726,Gnanamani College of Technology,"NH-7, A.K. Samuthiram, Pachal Post, Namakkal(Dt.),Pin 637018",11.4202817,78.1576711,Engineering,Self Finance,,Namakkal,,,
1727,J.K.K. Nataraja College of Engineering and Technology,"Natarajapuram, NH - 544, (Salem to Coimbatore), Kumarapalayam, Namakkal(Dt.),Pin 638183",11.4437908,77.7303423,Engineering,Self Finance,,Namakkal,,,
1728,K.S. Rangasamy College of Technology (Autonomous),"KSR Kalvi Nagar, Thokkavadi, Namakkal(Dt.),Pin637215",11.362752,77.827919,Engineering,Self Finance,,Namakkal,,,
1729,K.S.R. College of Engineering (Autonomous),"K.S.R. Kalvi Nagar, Tiruchengode, Namakkal(Dt.),Pin 637215",11.3636768,77.8281194,Engineering,Self Finance,,Namakkal,,,
1730,K.S.R. Institute for Engineering and Technology,"K S R Kalvi Nagar, Thokkavadi, Namakkal(Dt.),Pin 637215",11.3583939,77.8319147,Engineering,Self Finance,,Namakkal,,,
1731,King College of Technology,"Nallur, N. Pudupatty Post, Namakkal(Dt.),Pin637020",11.1703712,78.2023949,Engineering,Self Finance,,Namakkal,,,
1732,Mahendra Engineering College (Autonomous),"Mahendhirapuri,Mallasamudram(W),Vadugapala yam,Tiruchengode, Namakkal(Dt.),Pin637503",11.4764904,77.9997373,Engineering,Self Finance,,Namakkal,,,
1733,Mahendra Engineering College for Women,"KUMARAMANGALAM, Namakkal(Dt.),Pin637205",11.3694768,77.924354,Engineering,Self Finance,,Namakkal,,,
1734,Mahendra Institute of Engineering and Technology,"Mahendhirapuri, Vadugapalayam (po), Tiruchengode (Tk), Namakkal(Dt.),Pin 637503",11.4774049,78.0030138,Engineering,Self Finance,,Namakkal,,,
1735,Mahendra Institute of Technology,"Mahendhirapuri, Vadugapalayam, Mallasamudram West, Namakkal(Dt.),Pin637503",11.4777132,78.0038873,Engineering,Self Finance,,Namakkal,,,
1736,Muthayammal Engineering College(Autonomous),"Kakkaveri, Rasipuram, Namakkal(Dt.),Pin637408",11.4447772,78.2251356,Engineering,Self Finance,,Namakkal,,,
1737,Muthayammal College of Engineering ,"Kakkaveri, Rasipuram, Namakkal(Dt.),Pin637408",11.4447772,78.2251356,Engineering,Self Finance,,Namakkal,,,
1738,P.G.P. College of Engineering and Technology,"NH-7 Namakkal-Karur Road, Namakkal(Dt.),Pin -  637207",11.1745917,78.0500776,Engineering,Self Finance,,Namakkal,,,
1739,Paavai College of Engineering,"NH-7, Paavai Nagar, Puduchatram, Pachal, Namakkal(Dt.),Pin 637018",11.4003289,78.1618006,Engineering,Self Finance,,Namakkal,,,
1740,Paavai Engineering College (Autonomous),"NH-7, Paavai Nagar, Puduchatram, Pachal, Namakkal(Dt.),Pin 637018",11.3984,78.1591,Engineering,Self Finance,,Namakkal,,,
1741,Pavai College of Technology,"Salem-Namakkal Highways, Pachal, Namakkal(Dt.),Pin 637018",11.400784,78.1605876,Engineering,Self Finance,,Namakkal,,,
1742,Selvam College of Technology,"NH-7, Ponnusamy Nagar, Pappinaickenpatti, Namakkal(Dt.),Pin 637003",11.2741579,78.1605876,Engineering,Self Finance,,Namakkal,,,
1743,Sengunthar College of Engineering,"Tiruchengode, Namakkal(Dt.),Pin 637205",11.3772876,77.9257463,Engineering,Self Finance,,Namakkal,,,
1744,Sengunthar Engineering College (Autonomous),"Kumaramangalam (Po.), Kosavampalayam, Tiruchengode, Namakkal(Dt.),Pin 637205",11.3772876,77.9257463,Engineering,Self Finance,,Namakkal,,,
1745,SRG Engineering College,"SH-95, Mohanur Road, Namakkal(Dt.),Pin637017",11.1336706,78.1539491,Engineering,Self Finance,,Namakkal,,,
1746,S.S.M. College of Engineering ,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4404556,77.7412869,Engineering,Self Finance,,Namakkal,,,
1747,Vidyaa Vikas College of Engineering and Technology,"Tiruchengode, Namakkal(Dt.),Pin 637214",11.3594443,77.8519904,Engineering,Self Finance,,Namakkal,,,
1748,Vivekanandha College of Engineering for Women (Autonomous),"Elayampalayam, Tiruchengode(Tk.), Namakkal(Dt.),Pin 637205",11.3578322,77.9465684,Engineering,Self Finance,,Namakkal,,,
1749,Vivekanandha College of Technology for women,"Elayampalayam, Sathinaickenpalayam, Namakkal(Dt.),Pin 637205",11.3576521,77.9418045,Engineering,Self Finance,,Namakkal,,,
1750,A V S Engineering College,"Military Road, Near Sakthi Kailash Womens College, Ammapet, Salem(Dt.),Pin 636003",11.6646605,78.1831332,Engineering,Self Finance,Salem,Salem,,,
1751,AVS College of Technology(Formerly AVS Technical Campus) ,"Attur Main Road,Near AVS College of Arts & Science, Salem(Dt.),Pin 636106",11.6644038,78.2586495,Engineering,Self Finance,,Salem,,,
1752,Annapoorana Engineering College,"Sankari Main Road, NH-47, Periaseeragapadi, Salem(Dt.),Pin 636308",11.5803939,78.047799,Engineering,Self Finance,,Salem,,,
1753,Bharathiyar Institute of Engineering for Women,"43/3, Deviyakurichi, Attur (Tk), Salem(Dt.),Pin636112",11.5874972,78.739792,Engineering,Self Finance,,Salem,,,
1754,Dhirajlal Gandhi College of Technology,"Salem Bengaluru Highway,Opposite to Airport, Salem(Dt.),Pin 636309",11.7968235,78.056211,Engineering,Self Finance,,Salem,,,
1755,Ganesh College of Engineering,"Attur Main Road, Mettupatti, Salem(Dt.),Pin636111",11.6661947,78.3065133,Engineering,Self Finance,,Salem,,,
1756,"Government College of Engineering, Salem (Autonomous)","NH 7, Bangalore Highway, Karuppur, Omalur(Tk.), Salem(Dt.),Pin 636011",11.7136479,78.0872227,Engineering,Government,,Salem,,,
1757,Indian Institute of Handloom Technology,"Foulke's Compound, Thillai Nagar, Salem(Dt.),Pin -  636001",11.663641,78.1724751,Engineering,Government,Salem,Salem,,,
1758,Knowledge Institute of Technology,"KIOT Campus, Kakapalayam, Salem(Dt.),Pin637504",11.554069,78.0190263,Engineering,Self Finance,,Salem,,,
1759,Mahendra College of Engineering,"Mahendra Salem Campus, Attur-Salem Main Road, Minnampalli, Salem(Dt.),Pin 636106",11.6679887,78.2643428,Engineering,Self Finance,,Salem,,,
1760,Narasu’s Sarathy Institute of Technology,"Poosaripatty, Kadayampatti(TK), Salem(Dt.),Pin636305",11.8401187,78.059844,Engineering,Self Finance,,Salem,,,
1761,S R S College of Engineering and Technology,"Harur Main Road, Salem(Dt.),Pin 636122",11.7480618,78.2844825,Engineering,Self Finance,Salem,Salem,,,
1762,Salem College of Engineering and Technology,"Salem-Attur Main Road,  M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.6653125,78.3319486,Engineering,Self Finance,,Salem,,,
1763,Shree Sathyam College of Engineering and Technology,"NH-47, Manjakkalpatti, Kuppanur(po), Sankari(Tk), Salem(Dt.),Pin 637301",11.4702175,77.8576312,Engineering,Self Finance,,Salem,,,
1764,Skandha School of Architecture,"SSO Arch,, Salem(Dt.),Pin 637103",11.5424217,77.9888407,Engineering,Self Finance,,Salem,,,
1765,Sona College of Technology (Autonomous),"Junction Main Road, Suramangalam Post, Salem(Dt.),Pin 636005",11.67902,78.1244053,Engineering,Self Finance,,Salem,,,
