,Name,Address,Lattitude,Longitude,Faculty,Type,city,district,,,Ariyalur
427,J.R.POLYTECHNIC COLLEGE,"Alundur, Tamil Nadu 620012, India",10.6830124,78.6195534,Polytechnic,Self Finance,,Tiruchirappalli,,,
428,EVEREST POLYTECHNIC COLLEGE,"Everest Nagar, Kadayanallur, Tenkasi Taluku, Tirunelveli, Tamil Nadu 627751, India",9.048022,77.341775,Polytechnic,Self Finance,,Tenkasi,,,
429,KONGUNADU POLYTECHNIC COLLEGE,"SH74, Natarajan Nagar, Gudalur, Tamil Nadu 624620, India",10.7797542,78.1260109,Polytechnic,Self Finance,,Dindgul,,,
430,VAANI POLYTECHNIC COLLEGE,"Indira Nagar,Chettiappanur Post, Vaniyambadi, Vellore, Tamil Nadu 635751, India",12.6950325,78.6218854,Polytechnic,Self Finance,,Tirupattur,,,
431,SSR POLYTECHNIC COLLEGE,"Madhiyani Village, Kandeduthanpatty, Arasamalai Panchayat, Ponnamaravathy, Pudukkottai, Tamil Nadu 622001, India",10.3796631,78.8208455,Polytechnic,Self Finance,,Pudukkottai,,,
432,POTHIGAI POLYTECHNIC COLLEGE,"Elambalur Road, Sungu Pettai, Perambalur, Tamil Nadu 621212, India",11.2477757,78.8752267,Polytechnic,Self Finance,,Perambalur,,,
433,CMS POLYTECHNIC COLLEGE,"Namakkal, Tamil Nadu 637212, India",11.2654391,78.0961867,Polytechnic,Self Finance,,Namakkal,,,
434,K.S.M. POLYTECHNIC COLLEGE,"Rajagambeeram, Tamil Nadu 630609, India",9.7268663,78.4099414,Polytechnic,Self Finance,,Sivagangai,,,
435,HINDUSTHAN POLYTECHNIC COLLEGE,"Pollachi Main Rd, Othakalmandapam, Tamil Nadu 641032, India",10.8901215,76.9955342,Polytechnic,Self Finance,,Coimbatore,,,
436,SRI ANNAI ABHIRAMI POLYTECHNIC COLLEGE,"Pudukkottai-Tanjore, NH Road, Perungalur, Tamil Nadu 622203, India",10.4787787,78.9226528,Polytechnic,Self Finance,,Pudukkottai,,,
437,SRI VATSA POLYTECHNIC COLLEGE,"Mettamalai, Tamil Nadu 626203, India",9.4000562,77.8965236,Polytechnic,Self Finance,,Virudhunagar,,,
438,LAKSHMISUBRAMANIAN POLYTECHNIC COLLEGE,"SH73, Melakkal, Tamil Nadu 625234, India",9.9701609,77.9826736,Polytechnic,Self Finance,,Madurai,,,
439,KAPI POLYTECHNIC COLLEGE,"Sempatty, Tamil Nadu 624707, India",10.2820311,77.8723594,Polytechnic,Self Finance,,Dindgul,,,
440,SADASIVAM KATHIRKAMAVALLI POLYTECHNIC COLLEGE,"27,Serumangalam-I, Mannargudi, Tamil Nadu 614001, India",10.6674834,79.3884891,Polytechnic,Self Finance,,Thiruvarur,,,
441,GIRIVAASAN POLYTECHNIC COLLEGE,"Sekkodi, Selliyampatti, Tamil Nadu 636809, India",12.1764899,78.1158721,Polytechnic,Self Finance,,Dharmapuri,,,
442,"KAMATCHI POLYTECHNIC COLLEGE ,POTHAVUR","Thogamalai Main Road(opp NRCB , Podavur, Tamil Nadu 639103, India",10.7812982,78.5776305,Polytechnic,Self Finance,,Tiruchirappalli,,,
443,THEVANESAM ERUDHAYA AMMAL POLYTECHNIC COLLEGE,"East Coast Rd, Vembar, Tamil Nadu 628906, India",9.0889572,78.3554636,Polytechnic,Self Finance,,Thoothukkudi,,,
444,VENKATRAMANA POLYTECHNIC COLLEGE,"Karur, Tamil Nadu 639118, India",10.829795,78.1324117,Polytechnic,Self Finance,,Dindgul,,,
445,SRI VENKATESWARA POLYTECHNIC COLLEGE,"ANNA NAGAR, KAZHUDUR, Chennai - Trichy Hwy, Tamil Nadu 606304, India",11.4992742,79.0819086,Polytechnic,Self Finance,,Cuddalore,,,
446,ANGEL POLYTECHNIC COLLEGE,"SH 41, Tamil Nadu 626102, India",9.3938974,77.5590187,Polytechnic,Self Finance,,Virudhunagar,,,
447,MARIA POLYTECHNIC COLLEGE,"Mecode, Tamil Nadu 629177, India , Attoor, SH 90, Thiruvattaru, Tamil Nadu 629177, India",8.3214597,77.2820796,Polytechnic,Self Finance,,Kanyakumari,,,
448,E.G.S PILLAY POLYTECHNIC COLLEGE,"SOUTH PALPANNAICHEERY, NAGAPATTINAM COLLECTORATE PO,NAGAPATTINAM, 611003",10.795425,79.836333,Polytechnic,Self Finance,,Nagapattinam,,,
449,RANE POLYTECHNIC TECHNICAL CAMPUS,"No:82, Behind Fatima Hospital, Sethurapatti, Fathima Nagar P.O , Tiruchirappalli, Tamil Nadu 620012, India",10.6730651,78.5890782,Polytechnic,Self Finance,,Tiruchirappalli,,,
450,RAMYA SATHIANATHAN POLYTECHNIC COLLEGE,"SH 99, Pudupatti, Tamil Nadu 613402, India",10.7402659,78.9766281,Polytechnic,Self Finance,,Thanjavur,,,
451,MERIT POLYTECHNIC COLLEGE,"Idaikal, Tirunelveli, Tamil Nadu 627821, India",9.0308261,77.3338783,Polytechnic,Self Finance,,Tenkasi,,,
452,CHERAN POLYTECHNIC COLLEGE,"S.P.B.Colony, Pallipalayam, Kadachanallur, Tamil Nadu 638010, India",11.354576,77.7773207,Polytechnic,Self Finance,,Namakkal,,,
453,SITA RAJARAM POLYTECHNIC COLLEGE,"Hiranyamangalam, Tamil Nadu 639110, India",10.8535955,78.4336656,Polytechnic,Self Finance,,Karur,,,
454,VANDAVASI POLYTECHNIC COLLEGE,"SH 115, Vandavasi, Tamil Nadu 604408, India",12.4977162,79.637087,Polytechnic,Self Finance,,Tiruvanamalai,,,
455,SRI MANAKULA VINAYAGAR POLYTECHNIC COLLEGE,"Kalitheerthalkuppam, Puducherry 605107, India",11.923221,79.6242419,Polytechnic,Self Finance,,Puducherry,,,
456,SRI RAMACHANDRA POLYTECHNIC COLLEGE,"76/2A Alamelupuram(po, SH18, Pappireddipatti, Tamil Nadu 636905, India",11.901922,78.3824358,Polytechnic,Self Finance,Salem,Dharmapuri,,,
457,JEEVAN POLYTECHNIC COLLLEGE,"Vinmathee Nagar Dindigul Main road, NH-45, Manapparai, Tamil Nadu 621306, India",10.632328,78.438104,Polytechnic,Self Finance,,Tiruchirappalli,,,
458,VARADHARAJAN POLYTECHNIC COLLEGE,"Varisaipatti Village, Ariyalur - Thittagudi Road , Kelamathur PO, Alathur TK, SH 143, Periavenmani West, Tamil Nadu 621713, India",11.1943999,79.0557128,Polytechnic,Self Finance,,Perambalur,,,
459,KUMARAN POLYTECHNIC COLLEGE,"Minjur - Devadanam Rd, Kaniyambakkam, Tamil Nadu 601203, India",13.3163719,80.2495309,Polytechnic,Self Finance,,Thiruvallur,,,
460,SENTHUR POLYTECHNIC COLLEGE,"S.F. No:449/1, Nambiyur Avinashi main road, Avarankadu, Avinashi (t.k , Savakkattupalayam, Tamil Nadu 638460, India",11.3126103,77.2801924,Polytechnic,Self Finance,,Tiruppur,,,
461,S.PADMAVATHY POLYTECHNIC COLLEGE,"ATTUR MAIN ROAD, MURUGUR VILLAGE, THURAIYUR, Tamil Nadu 621008, India",11.2020929,78.5774408,Polytechnic,Self Finance,,Tiruchirappalli,,,
462,PARIMALA PANDURANGAN POLYTECHNIC COLLEGE,"Chithathoor, Tamil Nadu 632501, India",12.9680581,79.379661,Polytechnic,Self Finance,,Ranipet,,,
463,SRI MOOGAMBIGAI POLYTECHNIC COLLEGE,"Hosur Main Road ,Madhampatti, Near Vellichandhai, Dhandukaranahalli Post, Palacode, Tamil Nadu 636808, India",12.3438011,78.0816475,Polytechnic,Self Finance,,Dharmapuri,,,
464,ARAVINDHAR POLYTECHNIC COLLEGE,"Polur-Chengam Rd, Polur, Tamil Nadu 606803, India",12.4806312,79.0833835,Polytechnic,Self Finance,,Tiruvanamalai,,,
465,Nadar Mahajana Sangam Vimala Chelladurai Polytechnic College,"Mallampalayam, Chinna Dharapuram, Tamil Nadu 639202, India",10.8314487,77.8209579,Polytechnic,Self Finance,,Tiruppur,,,
466,SIVA POLYTECHNIC COLLEGE,"Zamin Kotapatti Privu, Tamil Nadu, India",10.6123458,77.0098451,Polytechnic,Self Finance,,Coimbatore,,,
467,KONGU HI-TEK POLYTECHNIC COLLEGE,"NH-7 - Karur-Madurai, Post Kanakuvelanpatti, Karur District, Pungampadi West, Tamil Nadu 639201, India , Karur, Tamil Nadu 639001, India",10.7976127,77.8938895,Polytechnic,Self Finance,,Karur,,,
468,SUTHANTHIRA POLYTECHNIC COLLEGE,"Suthanthira Polytechnic College, Suthanthira Nagar, Kalayarkovil to Kallal Via, Kalayarkoil, Tamil Nadu 630555, India",9.925246,78.628525,Polytechnic,Self Finance,,Sivagangai,,,
469,THIRUMAGAL POLYTECHNIC COLLEGE,"NO.144,Vanchuvancherry, Padapai, Tamil Nadu 601301, India",12.8753333,80.0014726,Polytechnic,Self Finance,,Kanchipuram,,,
470,ST.JUDE’S POLYTECHNIC COLLEGE,"16-184-1, Annai Nagar, Tholayavattom Post, Kanyakumari, Tamil Nadu 629157, India",8.2588127,77.2137676,Polytechnic,Self Finance,,Kanyakumari,,,
471,KA SO KA POLYTECHNIC COLLEGE,"Ariyalur, Tamil Nadu 621802, India",11.1928245,79.3657638,Polytechnic,Self Finance,,Ariyalur,,,
472,MODERN POLYTECHNIC COLLEGE,"SH 140, Keelakudiyiruppu, Tamil Nadu 621802, India",11.2387687,79.3740535,Polytechnic,Self Finance,,Ariyalur,,,
473,IMMANUEL ARASAR JJ COLLEGE OF ENGINEERING AND POLYTECHNIC,"Kanyakumari, Tamil Nadu 629165, India",8.2793775,77.2406204,Polytechnic,Self Finance,,Kanyakumari,,,
474,P.S.V POLYTECHNIC COLLEGE,"National Highway 46, Elathagiri, Tamil Nadu 635108, India",12.5361905,78.2999166,Polytechnic,Self Finance,,Krishnagiri,,,
475,P.S.G.PONNAMMAL POLYTECHNIC COLLEGE,"Coimbatore road,goundempalayam, Nagapattinam - Coimbatore - Gundlupet Hwy, Tamil Nadu 638701, India",10.9860764,77.527188,Polytechnic,Self Finance,,Tiruppur,,,
476,KAMARAJAR POLYTECHNIC COLLEGE,"1016, Thiruppaninatham, Ennanagaram ,Chidambaram Taluk, Tamil Nadu 608602, India",11.4261191,79.6422083,Polytechnic,Self Finance,,Cuddalore,,,
477,R.V.REHA POLYTECHNIC COLLEGE,"SH 41, Tamil Nadu 627753, India , Tirunelveli, Tamil Nadu 627753, India",9.307725,77.5512888,Polytechnic,Self Finance,,Tenkasi,,,
478,AMMAIAPPAR POLYTECHNIC COLLEGE,"Virudhunagar, Tamil Nadu 627753, India",9.3623369,77.5151753,Polytechnic,Self Finance,,Virudhunagar,,,
479,MEENATCHI GOVINDARAJAN POLYTECHNIC COLLEGE,"45, Nanjikottai Rd, Nanjikottai, Thanjavur, Tamil Nadu 613001, India",10.734472,79.1364349,Polytechnic,Self Finance,Thanjavur,Thanjavur,,,
480,JAI KRISHNA POLYTECHNIC COLEGE,"104, Kiilkovala Vedu Village, Wandavasi Taluk, Tiruvannamalai, Tamil Nadu 604404, India",12.5598994,79.5278168,Polytechnic,Self Finance,,Tiruvanamalai,,,
481,SRIBOGHAR POLYTECHNIC COLLEGE,"Tiruchuli road, State Highway 184, Panthanenthal, Tamil Nadu 626104, India",9.5954997,78.1195605,Polytechnic,Self Finance,,Virudhunagar,,,
482,VELUDAIYAR POLYTECHNIC COLLEGE,"NH67, Ammaiyappan, Tamil Nadu 613701, India",10.7891028,79.5767618,Polytechnic,Self Finance,,Thiruvarur,,,
483,VETHAMONICKAM MEMORIAL CSI POLYTECHNIC COLLEGE,"Viricode, Marthandam, Tamil Nadu 629165, India",8.2927334,77.2239615,Polytechnic,Self Finance,,Kanyakumari,,,
484,JCT POLYTECHNIC COLLEGE,"Palladam Rd, Pichanur, Tamil Nadu 641105, India",10.8321679,76.8777001,Polytechnic,Self Finance,,Coimbatore,,,
485,OMM MURUGA POLYTECHNIC COLLEGE,"Pottaveli, Tamil Nadu 621718, India",11.239901,79.1379196,Polytechnic,Self Finance,,Ariyalur,,,
486,SRI ANDAL NACHIYAR POLYTECHNIC COLLEGE,"Cholapuram Ethilappanayakkanpatty Village Manjanayakkanpatti Panchayat Ettayapuram, Taluk, Cholapuram, Tamil Nadu 628902, India",9.1470884,77.9995589,Polytechnic,Self Finance,,Thoothukkudi,,,
487,EASWAR POLYTECHNIC COLLEGE,"Salem Main Road, Rettakurichi & Post, Adari, Veppur, Tamil Nadu 606304, India",11.5556432,79.0257311,Polytechnic,Self Finance,,Cuddalore,,,
488,DON BOSCO POLYTECHNIC COLLEGE,"106,107,108 D`Castor Road, Basin Bridge, Chennai, Tamil Nadu 600012, India",13.1037837,80.2656963,Polytechnic,Self Finance,Chennai,Chennai,,,
489,M.S.POLYTECHNIC COLLEGE,"Kurunthirakottai Road, Rajendrapuram Village, Aranthangi, Pudukkottai, Tamil Nadu 614624, India",10.2073293,79.0187517,Polytechnic,Self Finance,,Pudukkottai,,,
490,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,"Near Eb Sub StationVengalapuram Village,Tirupattur, Tamil Nadu 635653, India",12.4737151,78.5780919,Polytechnic,Self Finance,,Tirupattur,,,
491,PROFESSIONAL GROUP OF INSTITUTIONS,"sathappan sri sai illam, near proffessional college, K.N. Puram, Coimbatore, Trichy Rd, Palladam, Tamil Nadu 641662, India",11.0059976,77.2159223,Polytechnic,Self Finance,,Tiruppur,,,
492,SRI RANGAPOOPATHI COLLEGE OF ENGINEERING,"Alampoondi Gingee Taluk, Tamil Nadu 604151, India",12.2462106,79.3520596,Polytechnic,Self Finance,,Viluppuram,,,
493,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"Near Madurai, Madurai – Chinthamani Nedungulam Road, Pottapalayam, Sivagangai, Tamil Nadu 630611, India",9.8287835,78.1711082,Polytechnic,Self Finance,,Sivagangai,,,
494,AKY POLYTECHNIC COLLEGE,"4 / 254 ,Tenkasi Main Road, AKY Nagar, Opp.Vallavankottai Bus Stand, Tirunelveli, 627012, India",8.7760342,77.6274818,Polytechnic,Self Finance,,Tirunelveli,,,
495,ARASU POLYTECHNIC COLLEGE,"National Highway 45C, Veppathur, Tamil Nadu 612501, India",11.015471,79.40975,Polytechnic,Self Finance,,Thanjavur,,,
496,GKM COLLEGE OF ENGINEERING AND TECHNOLOGY,"Near Tambaram, G.K.M. Nagar, Perungalathur, Chennai, Tamil Nadu 600063, India",12.8950463,80.1218779,Polytechnic,Self Finance,,Chengalpattu,,,
497,A Veeraiya Vandayar Memorial Sri Pushpam College,"Poondi, Thanjavur, Tamil Nadu 613503, India",10.7727885,79.2433645,Arts and Science,Aided,,Thanjavur,,,
498,A.D.M. College for Women Autonomous,"Nambiyar Nagar, No. 1, College Road, Nagapattinam, Tamil Nadu 611001, India",10.77856,79.8451,Arts and Science,Aided,,Nagapattinam,,,
499,A.M. Jain College,"Meenambakkam, Chennai, Tamil Nadu 600114, India",12.9851527,80.1792506,Arts and Science,Aided,Chennai,Chennai,,,
500,Aditanar College of Arts And Science,"Virapandianpatnam, Tiruchendur, Thoothukudi, Tamil Nadu 628216, India",8.5093823,78.1194288,Arts and Science,Aided,,Thoothukkudi,,,
501,Ambai Arts College,"Ambai-Alangulam Rd, Ambasamudram, Tamil Nadu 627401, India",8.7122006,77.4573345,Arts and Science,Aided,,Tirunelveli,,,
502,APC Mahalakshmi College For Women,"Thalamuthu Nagar, Sankaraperi, Tamil Nadu 628002, India",8.8276222,78.1297179,Arts and Science,Aided,Thoothukudi,Thoothukkudi,,,
503,Aringnar Anna College,"Nagarkoil, Main Road, Aralvaimozhi, Tamil Nadu 629301, India",8.1569824,77.4419313,Arts and Science,Aided,Nagercoil,Kanyakumari,,,
504,Arul Anandar College,"Karumathur, Tamil Nadu 625514, India",9.935549,77.93432,Arts and Science,Aided,,Madurai,,,
505,Arulmigu Palani Andavar Arts College For Women,"Palani NH 209, Chinnakalayamputhur, Tamil Nadu 624615, India",10.4669412,77.4698387,Arts and Science,Aided,,Dindgul,,,
506,Arulmigu Palaniandavar College of Arts and Culture,"Dindigul Road, Palani, Tamil Nadu 624601, India",10.44758,77.52684,Arts and Science,Aided,,Dindgul,,,
507,Arumugam Pillai Seethai Ammal College,"Arumuga Nagar, Tirupattur, Tamil Nadu 630211, India",10.1129063,78.5880213,Arts and Science,Aided,,Sivagangai,,,
508,Auxilium College,"17th East Main Road, Suthanthira Ponvizha Nagar, Gandhi Nagar, Vellore, Tamil Nadu 632006, India",12.9569488,79.1478064,Arts and Science,Aided,,Vellore,,,
509,AVC College,"Mayiladuthurai - Akkur Road, Mannampandal, Nagapattinam District, Mayiladuthurai, Tamil Nadu 609305, India",11.104297,79.6925088,Arts and Science,Aided,,Mayiladuthurai,,,
510,Ayya Nadar Janaki Ammal College,"Srivilliiputhur, State Highway 42, Sivakasi, Tamil Nadu 626123, India",9.4720056,77.7510166,Arts and Science,Aided,Sivakasi,Virudhunagar,,,
511,Bishop Heber College,"Vayalur Rd, Puthur, Thillai Nagar, Tiruchirappalli, Tamil Nadu 620017, India",10.8151532,78.6732919,Arts and Science,Aided,Tiruchirappalli,Tiruchirappalli,,,
512,C. Abdul Hakeem College,"Melvisharam, Vellore District, Tamil Nadu 632509, India",12.9074795,79.2958108,Arts and Science,Aided,,Ranipet,,,
513,C. Kanda Swamy Naidu College For Men,"III Avenue E7, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0855356,80.2183823,Arts and Science,Aided,Chennai,Chennai,,,
514,C. Kandasami Naidu College.,"Nellikuppam Main Rd, Semmandalam, Cuddalore, Tamil Nadu 607001, India",11.7610488,79.7521538,Arts and Science,Aided,Cuddalore,Cuddalore,,,
515,Cardamom Planters Association College,"Ammankulam, 55/75, Parama Sivan Kovil Salai Rd, Ammankulam, Bodinayakanur, Tamil Nadu 625513, India",10.0127437,77.3467185,Arts and Science,Aided,,Theni,,,
516,CBM College of Arts and Science,"Perumal Nagar, Kovai Pudur, Coimbatore, Tamil Nadu 641042, India",10.9383129,76.9380189,Arts and Science,Aided,,Coimbatore,,,
517,Chellammal Women's College,"112, Anna Salai, Little Mount, Guindy, Chennai, Tamil Nadu 600032, India",13.0131525,80.2210334,Arts and Science,Aided,Chennai,Chennai,,,
518,Chikkaiah Naicker College,"Veerappanchatram, Erode, Tamil Nadu 638004, India",11.3542837,77.7066153,Arts and Science,Aided,,Erode,,,
519,Devanga Arts College,"801, Tiruchuli Road, Aruppukotta, Tamil Nadu 626101, India",9.5057652,78.1061502,Arts and Science,Aided,,Virudhunagar,,,
520,Dhanabagiyam Krishna Swamy Mudaliar College,"No. 57, DKM College Rd, Sainathapuram, RV Nagar, Vellore, Tamil Nadu 632001, India",12.898427,79.140209,Arts and Science,Aided,Vellore,Vellore,,,
521,Dhanraj Baid Jain College,"Old Mahabalipuram Rd, Jyothi Nagar, Okkiyum, Thoraipakkam, Chennai, Tamil Nadu 600097, India",12.9461371,80.2440244,Arts and Science,Aided,,Chennai,,,
522,Dharmamurthi Rao Bhahadur Calavala Cunnan Chetty's Hindu College,"Chennai - Tiruttani Hwy, Pattabiram, Chennai, Tamil Nadu 600072, India",13.1193646,80.0742576,Arts and Science,Aided,Avadi,Thiruvallur,,,
523,Dharmapuram Adinam Arts College,"Tharangambadi Rd, Dharmapuram, Mayiladuthurai, Tamil Nadu 609001, India",11.1004886,79.6711724,Arts and Science,Aided,,Mayiladuthurai,,,
524,Dr. Zakir Hussain College,"Sivagangai District, Ilayangudi, Tamil Nadu 630702, India",9.606431,78.622895,Arts and Science,Aided,,Sivagangai,,,
525,Dwaraka Doss Govardhan Doss Vaishnav College,"E.V.R., 833, Periyar High Road, SBI Officers Colony, Arumbakkamm, Chennai, Tamil Nadu 600106, India",13.0737863,80.2122505,Arts and Science,Aided,Chennai,Chennai,,,
526,E.M.G. Yadava Women's College,"Tiruppalai, Tamil Nadu 625014, India",9.9789289,78.1427013,Arts and Science,Aided,Madurai,Madurai,,,
527,Emerald Heights College For Women,"Old Pykara Rd, Fingerpost, Ooty, Tamil Nadu 643006, India",11.4164835,76.6738811,Arts and Science,Aided,,The Nilgiris,,,
528,Erode Arts College,"Rangampalayam, Erode,Tamil Nadu 638112, India",11.3013743,77.6982415,Arts and Science,Aided,,Erode,,,
529,Ethiraj College For Women,"70 Ethiraj Road Saint Gobain Vetrotex India Limited Thousand Lights, Ethiraj Salai, Egmore, Chennai, Tamil Nadu 600008, India",13.0638781,80.2579837,Arts and Science,Aided,Chennai,Chennai,,,
530,Fatima College,"Old Dindigul Rd, Thathaneri, Madurai, Tamil Nadu 625001, India",9.9490881,78.0976445,Arts and Science,Aided,Madurai,Madurai,,,
531,G. Venkataswamy Naidu College,"SH 44, Newappaneri, Tamil Nadu 628502, India",9.1965221,77.8344762,Arts and Science,Aided,,Tenkasi,,,
532,Ganesar Senthamil College,"Road to Melaisivapuri, Varpattu, Tamil Nadu 622403, India",10.2533434,78.5135901,Arts and Science,Aided,,Pudukkottai,,,
533,Gobi Arts and Science College,"Oppsite to gobi arts and science college, Karattadipalayam, Gobichettipalayam, Tamil Nadu 638476, India",11.4493754,77.4038769,Arts and Science,Aided,,Erode,,,
534,GTN Arts & Science College,"Karur Road, N.S.Nagar, Dindigul, Tamil Nadu 624004, India",10.3955202,77.9965126,Arts and Science,Aided,Dindigul,Dindgul,,,
535,Guru Nanak College,"Velachery road, Chennai, Tamil Nadu 600042, India",12.992917,80.2218964,Arts and Science,Aided,Chennai,Chennai,,,
536,Hajee Karutha Rowther Howdia College,"Uthamapalayam, Tamil Nadu 625533, India",9.8127528,77.3263277,Arts and Science,Aided,,Theni,,,
537,"Holy Cross College, Nagercoil","Holy Cross College Rd, Holy Cross Nagar, Nagercoil, Tamil Nadu 629002, India",8.1559658,77.4150753,Arts and Science,Aided,Nagercoil,Kanyakumari,,,
538,"Holy Cross College, Trichy","Madurai road ,back side of Chennai silks, Teppakulam, Tiruchirappalli, Tamil Nadu 620002, India",10.82486,78.69252,Arts and Science,Aided,Tiruchirappalli,Tiruchirappalli,,,
539,Islamiah College,"New Town, Vaniyambadi, Tamil Nadu 635751, India",12.67836,78.62486,Arts and Science,Aided,,Tirupattur,,,
540,Jamal Mohammed College,"7,Race Course Road Khajanagar, Tiruchirappalli, Tamil Nadu 620020, India",10.7864998,78.6958026,Arts and Science,Aided,Tiruchirappalli,Tiruchirappalli,,,
541,Jayaraj Annapackiam College,"Merry Dew Hills, Jonespuram, Pasumalai, Madurai, Tamil Nadu 625004, India",9.896523,78.081593,Arts and Science,Aided,Madurai,Madurai,,,
542,JKK Nataraja College Of Arts And Science For Women,"Dharmapuri, Tamil Nadu, India",12.1065271,78.1361409,Arts and Science,Aided,,Dharmapuri,,,
543,Justice Basheer Ahmed Sayeed College for Women,"56, KB Dasan Road, Teynampet, Chennai, Tamil Nadu 600018, India",13.0359455,80.2477593,Arts and Science,Aided,Chennai,Chennai,,,
544,Kalai Kaviri College Of Arts,"No-18, Benwells Rd, Cantonment, Tiruchirappalli, Tamil Nadu 620001, India",10.8043909,78.683515,Arts and Science,Aided,Trichy Corporation Limits,Tiruchirappalli,,,
545,Kamaraj College,"CGE Colony, Thoothukudi, Tamil Nadu 628003, India",8.7921704,78.1428244,Arts and Science,Aided,Thoothukudi,Thoothukkudi,,,
546,Kandaswami Kandar's College,"College Rd,Velur, Namakkal, Tamil Nadu 638182, India",11.1202706,78.003037,Arts and Science,Aided,,Namakkal,,,
547,Khadir Mohideen College,"Khadir Mohideen College, Adirampattinam, Thanjavur District, East Coast Rd, Adirampattinam, Tamil Nadu 614701, India",10.3369952,79.3788171,Arts and Science,Aided,,Thanjavur,,,
548,Kongunadu Arts And Science College,"Udayampalayam Road, Post, GN Mills, Coimbatore, Tamil Nadu 641029, India",11.0596313,76.9488859,Arts and Science,Aided,Coimbatore,Coimbatore,,,
549,Lady Doak College,"HAK Road, Tallakulam, Madurai, Tamil Nadu 625002, India",9.9358226,78.1314927,Arts and Science,Aided,Madurai,Madurai,,,
550,Lakshmipuram College Of Arts And Science ,"Manavalakurichi, Kalkulam, Neyyoor, Tamil Nadu 629802, India",8.1783213,77.2827804,Arts and Science,Aided,,Kanyakumari,,,
551,Loyola College,"Sterling Rd, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.0637694,80.2351291,Arts and Science,Aided,Chennai,Chennai,,,
552,M.S.S. Wakf Board College,"100 Feet Rd, K.K. Nagar, Madurai, Tamil Nadu 625020, India",9.9314788,78.1428017,Arts and Science,Aided,Madurai,Madurai,,,
553,Madras Christian College,"East Tambaram, Tambaram, Chennai, Tamil Nadu 600059, India",12.9211251,80.1220616,Arts and Science,Aided,Tambaram,Chengalpattu,,,
554,Madura College,"Tirupparankunram Rd, Agrini Twp, Vidhya Nagar, Madurai, Tamil Nadu 625011, India",9.9102734,78.1087968,Arts and Science,Aided,Madurai,Madurai,,,
555,Madurai Institute Of Social Sciences,"No 9, Alagar Kovil Main Road, Outpost, Madurai, Tamil Nadu 625002, India",9.9392367,78.1404241,Arts and Science,Aided,Madurai,Madurai,,,
556,Mannar Thirumalai Naicker College,"Vilachery Main Road, Pasumalai, Madurai, Tamil Nadu 625004, India",9.8936692,78.0769159,Arts and Science,Aided,Madurai,Madurai,,,
557,Mazharul Uloom College,"Gandhi Nagar, Ambur Plantation R.F., Ambur, Tamil Nadu 635802, India",12.7822766,78.7250555,Arts and Science,Aided,,Tirupattur,,,
558,Meenakshi College For Women,"No.363, Arcot Road, NSK Salai, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0548756,80.2271063,Arts and Science,Aided,Chennai,Chennai,,,
559,Nadar Mahajana Sangam,"S Chitrai St, Valaiyal Kadai, Madurai Main, Madurai, Tamil Nadu 625001, India",9.9186328,78.1208879,Arts and Science,Aided,Madurai,Madurai,,,
560,Nallamuthu Gounder Mahalingam College,"90, Pollachi Palghat Road, Pollachi, Tamil Nadu 642001, India",10.663662,76.996757,Arts and Science,Aided,,Coimbatore,,,
561,National College,"Trichy - Dindugal Rd, Opp LIC Office, IOB Nagar, Karumandapam, Tiruchirappalli, Tamil Nadu 620001, India",10.7894241,78.6731815,Arts and Science,Aided,Tiruchirappalli,Tiruchirappalli,,,
562,Nazareth Margosesis College,"Pillaiyanmanai, Thoothukkudi, Nazareth, Tamil Nadu 628617, India",8.549386,77.9639227,Arts and Science,Aided,,Thoothukkudi,,,
563,Nehru Memorial College,"Puthanampatti, Tamil Nadu 621007, India",11.0646886,78.6835338,Arts and Science,Aided,,Tiruchirappalli,,,
564,Nesamony Memorial Christian College Marthandam,"Road, Marthandam, Tamil Nadu 629165, India",8.3081594,77.2212353,Arts and Science,Aided,,Kanyakumari,,,
565,Nirmala College For Women,"Kamaraj Rd, Red Fields, Coimbatore, Tamil Nadu 641018, India",11.000431,76.984501,Arts and Science,Aided,Coimbatore,Coimbatore,,,
566,Pachaiyappa's College,"Poonamallee High Rd, Shenoy Nagar, Chetpet, Chennai, Tamil Nadu 600030, India",13.0741357,80.2331819,Arts and Science,Aided,Chennai,Chennai,,,
567,Pachaiyappa's College for Men,"Kancheepuram - Chengalpattu Rd, Thrivulluvar Nagar, Kanchipuram, Tamil Nadu 631501, India",12.8168886,79.7381657,Arts and Science,Aided,,Kanchipuram,,,
568,Pachaiyappa's College For Women,"Chinna Kanchipuram, Ennaikaran, Kanchipuram, Tamil Nadu 631501, India",12.8168886,79.7128184,Arts and Science,Aided,Kanchipuram,Kanchipuram,,,
569,Pasumpon Muthuramalinga Thevar College,"Kochi - Madurai - Dhanushkodi Rd, Tamil Nadu 625532, India",9.9591633,77.8169962,Arts and Science,Aided,,Madurai,,,
570,Pasumpon Muthu Ramalinga Thevar College,"SH 41,MELANEELITHANALLUR, Tamil Nadu 627953, India",9.0909652,77.59146,Arts and Science,Aided,,Tenkasi,,,
